id,speaker,cosine
32769,旅行者,0.99999994
32770,旅行者,0.8551381
32771,西尔弗,0.9872236
32772,迈勒斯,0.9974147
32773,迈勒斯,0.99496937
32774,迈勒斯,0.93454695
32775,派蒙,0.89417005
32776,娜维娅,0.9945876
32777,娜维娅,0.9781002
32778,派蒙,0.9971651
32779,迈勒斯,0.9733156
32780,派蒙,0.98335826
32781,旅行者,0.9999998
32782,派蒙,0.99999994
32783,迈勒斯,0.9794208
32784,迈勒斯,0.98310566
32785,迈勒斯,1.0
32786,娜维娅,0.966261
32787,派蒙,1.0
32788,迈勒斯,0.98563546
32789,旅行者,0.9999998
32790,迈勒斯,0.99999994
32791,娜维娅,0.99697834
32792,娜维娅,0.8349124
32793,旅行者,0.70646656
32794,娜维娅,0.85179746
32795,派蒙,0.930917
32796,西尔弗,0.8394749
32797,旅行者,0.99788004
32798,旅行者,0.4400168
32799,旅行者,0.99999994
32800,旅行者,0.88401043
32801,旅行者,0.91303945
32802,派蒙,0.8790007
32803,旅行者,0.94325423
32804,派蒙,0.80624723
32805,娜维娅,0.9540796
32806,派蒙,0.8706528
32807,娜维娅,0.9892557
32808,旅行者,0.5165714
32809,派蒙,0.8371129
32810,娜维娅,0.97027475
32811,娜维娅,0.980959
32812,派蒙,0.8397602
32813,旅行者,0.98815405
32814,旅行者,0.84117126
32815,派蒙,0.8827815
32816,旅行者,0.89361125
32817,派蒙,0.91489035
32818,派蒙,0.9383202
32819,娜维娅,0.8577265
32820,派蒙,0.9722815
32821,派蒙,0.92111754
32822,娜维娅,0.97569704
32823,派蒙,0.8115988
32824,娜维娅,0.97425073
32825,派蒙,0.7913407
32826,娜维娅,0.58668137
32827,娜维娅,0.6476859
32828,派蒙,0.9460993
32829,娜维娅,0.8596108
32830,娜维娅,0.806307
32831,娜维娅,0.93257964
32832,派蒙,0.77623016
32833,派蒙,0.8973162
32835,派蒙,0.99999994
32836,娜维娅,0.9859939
32837,西尔弗,0.9898133
32838,西尔弗,0.9491303
32839,迈勒斯,0.9097618
32840,迈勒斯,0.8002374
32841,迈勒斯,0.8273984
32842,迈勒斯,0.9329058
32843,迈勒斯,0.6335815
32844,迈勒斯,0.90662086
32845,派蒙,0.8228688
32846,迈勒斯,0.7440759
32847,娜维娅,0.9874909
32848,迈勒斯,0.8661456
32849,迈勒斯,0.9764577
32851,娜维娅,0.9907772
32852,迈勒斯,0.794636
32853,迈勒斯,0.7821888
32854,迈勒斯,0.9084904
32855,娜维娅,0.98997945
32856,娜维娅,1.0
32857,娜维娅,0.88816464
32858,旅行者,0.7963791
32859,娜维娅,0.97765577
32860,娜维娅,0.7094661
32861,娜维娅,0.9999998
32862,迈勒斯,0.74189806
32863,迈勒斯,0.7712429
32864,迈勒斯,0.96641135
32865,派蒙,0.7321366
32866,迈勒斯,0.89582145
32867,迈勒斯,0.7760502
32868,迈勒斯,0.71358764
32869,迈勒斯,0.6681663
32870,派蒙,0.74150354
32871,迈勒斯,0.6117035
32872,娜维娅,0.6737031
32873,娜维娅,0.8162755
32874,派蒙,0.71971
32875,迈勒斯,0.98827326
32876,迈勒斯,0.9919741
32877,娜维娅,0.94221735
32878,迈勒斯,0.9482113
32879,迈勒斯,0.8502667
32880,迈勒斯,0.92634124
32881,迈勒斯,0.43109667
32882,迈勒斯,1.0000001
32883,娜维娅,0.90367097
32884,迈勒斯,0.7458706
32885,迈勒斯,0.7589407
32886,迈勒斯,0.85788095
32887,娜维娅,1.0000001
32888,旅行者,0.9088074
32889,迈勒斯,0.8831196
32890,迈勒斯,0.45539302
32891,派蒙,0.89851093
32892,娜维娅,0.8902083
32893,娜维娅,0.8298161
32894,迈勒斯,0.88309455
32895,迈勒斯,0.4029497
32896,迈勒斯,0.9188735
32897,娜维娅,0.8750131
32898,娜维娅,0.9049872
32899,迈勒斯,0.8979833
32900,娜维娅,0.914987
32901,迈勒斯,0.49689394
32902,迈勒斯,0.40207177
32903,迈勒斯,0.45569596
32904,迈勒斯,0.62069327
32905,派蒙,0.9145225
32906,娜维娅,0.9762469
32907,旅行者,0.4962539
32908,娜维娅,0.7596557
32909,塞德娜,0.5988985
32910,派蒙,0.7563573
32911,娜维娅,0.8993449
32912,塞德娜,0.82016164
32913,娜维娅,0.9271303
32914,派蒙,0.5712516
32915,塞德娜,0.9813784
32916,娜维娅,0.96753705
32917,塞德娜,0.9576569
32918,娜维娅,0.8858727
32919,塞德娜,0.9762912
32920,娜维娅,0.8992425
32921,塞德娜,0.96617836
32922,娜维娅,0.7742011
32923,派蒙,0.9927792
32924,那维莱特,0.989464
32925,派蒙,0.85268104
32926,娜维娅,0.93376213
32927,那维莱特,0.9770403
32928,派蒙,0.96664065
32929,那维莱特,0.9999999
32930,那维莱特,0.9828241
32931,那维莱特,0.69501364
32932,旅行者,0.72940356
32933,派蒙,0.85504323
32934,娜维娅,0.9999999
32936,那维莱特,1.0000002
32937,那维莱特,0.96494836
32939,娜维娅,1.0
32940,娜维娅,0.9397001
32941,娜维娅,0.8915012
32943,娜维娅,0.9527005
32944,娜维娅,0.8014678
32945,娜维娅,0.99112207
32946,娜维娅,0.95141584
32947,娜维娅,0.80002475
32948,娜维娅,0.27226362
32949,娜维娅,0.86759526
32950,娜维娅,0.9581719
32952,那维莱特,0.8148721
32953,娜维娅,0.8239424
32954,娜维娅,0.8725241
32955,娜维娅,0.98566455
32956,娜维娅,0.9961449
32957,旅行者,0.2967201
32958,派蒙,0.90808666
32959,娜维娅,0.72454834
32960,娜维娅,0.9521493
32961,派蒙,0.87725604
32962,娜维娅,0.9455256
32964,派蒙,0.9397114
32965,旅行者,1.0
32966,娜维娅,0.43492544
32967,娜维娅,0.74398595
32968,旅行者,0.14013219
32969,娜维娅,0.90155435
32970,旅行者,0.83490527
32971,派蒙,0.23381856
32972,派蒙,0.72934955
32973,娜维娅,0.9080545
32974,娜维娅,0.9537399
32975,派蒙,0.9443737
32976,娜维娅,0.45307738
32977,旅行者,0.36955547
32978,娜维娅,0.61799943
32979,旅行者,0.7835691
32980,娜维娅,0.9211193
32981,旅行者,0.46968958
32982,娜维娅,0.25027275
32983,派蒙,0.95931107
32984,旅行者,0.7312291
32985,娜维娅,0.47351992
32986,娜维娅,0.3404402
32987,派蒙,0.911546
32988,旅行者,0.99999994
32989,派蒙,0.8214352
32990,娜维娅,0.49089277
32991,娜维娅,0.84724545
32992,派蒙,0.67782116
32993,旅行者,0.7646982
32994,旅行者,0.8256823
32995,娜维娅,0.78460455
32996,旅行者,0.87662256
32997,旅行者,0.8882236
32998,派蒙,0.46211419
32999,娜维娅,0.64833283
33000,旅行者,0.65191746
33001,娜维娅,0.4348421
33002,娜维娅,0.56142974
33003,娜维娅,0.5265614
33004,派蒙,0.8404525
33005,娜维娅,0.22291072
33006,娜维娅,0.9202819
33007,旅行者,0.9999999
33008,旅行者,1.0
33009,旅行者,0.9999998
33010,娜维娅,0.77511615
33011,娜维娅,0.6892039
33012,派蒙,0.8515128
33013,娜维娅,0.6679803
33014,旅行者,0.87959933
33015,娜维娅,0.30823922
33016,娜维娅,0.67310894
33017,派蒙,0.87922734
33018,派蒙,0.37707865
33019,娜维娅,0.7888149
33020,娜维娅,0.627046
33021,娜维娅,0.8720078
33022,娜维娅,0.8621452
33023,娜维娅,0.9604889
33024,旅行者,-0.03793879
33025,派蒙,0.96882457
33026,娜维娅,0.9364116
33027,娜维娅,0.7216617
33028,娜维娅,0.96321416
33029,旅行者,0.33905178
33030,派蒙,0.87574625
33031,派蒙,0.5585814
33032,派蒙,0.55821383
33033,娜维娅,0.9155587
33034,迈勒斯,0.9203447
33035,娜维娅,0.80020666
33036,科拉莉,0.8475271
33039,派蒙,0.9252291
33040,旅行者,0.9212506
33041,娜维娅,0.8835058
33042,科拉莉,0.9654598
33043,娜维娅,0.607308
33044,娜维娅,0.8426114
33045,阿黛尔,0.64579225
33046,娜维娅,0.9045219
33047,娜维娅,0.9847307
33049,科拉莉,0.8454268
33050,科拉莉,0.8636525
33051,娜维娅,0.9731541
33052,科拉莉,0.75577855
33053,科拉莉,0.73804873
33054,科拉莉,0.69181806
33055,科拉莉,0.717487
33056,娜维娅,0.8488666
33057,阿黛尔,0.9706876
33058,科拉莉,0.93820584
33059,旅行者,0.818099
33060,科拉莉,0.9133719
33061,科拉莉,0.9823718
33062,科拉莉,0.9903027
33063,阿黛尔,0.9158384
33064,阿黛尔,0.7323279
33065,娜维娅,0.8376483
33066,阿黛尔,0.97321963
33067,娜维娅,0.9361422
33068,娜维娅,0.88709855
33070,娜维娅,0.98780936
33071,科拉莉,0.9655192
33072,科拉莉,0.8666941
33074,娜维娅,0.9271997
33075,旅行者,0.47228777
33076,弗洛朗,0.9228626
33077,娜维娅,0.6415911
33078,弗洛朗,0.70489675
33079,娜维娅,0.9762256
33080,娜维娅,0.5258794
33081,娜维娅,0.5643915
33082,弗洛朗,0.83785605
33083,弗洛朗,0.55378604
33084,弗洛朗,0.719596
33085,弗洛朗,0.4378326
33086,娜维娅,0.9912238
33087,弗洛朗,0.7209556
33088,弗洛朗,0.6806468
33089,弗洛朗,0.56179875
33090,弗洛朗,0.7231597
33091,旅行者,0.62753874
33092,娜维娅,0.81447065
33093,娜维娅,0.8459264
33094,弗洛朗,0.9145477
33095,弗洛朗,0.18172145
33096,弗洛朗,0.47331572
33097,弗洛朗,0.6781617
33098,娜维娅,0.9837972
33099,娜维娅,0.8811867
33100,弗洛朗,0.88754314
33101,弗洛朗,0.96298236
33102,弗洛朗,0.9790724
33103,弗洛朗,0.9347606
33104,弗洛朗,0.9689969
33105,娜维娅,0.31707126
33106,娜维娅,0.8595454
33107,娜维娅,0.9506218
33108,蒂埃里,0.72733474
33109,娜维娅,0.70491546
33110,蒂埃里,0.9205407
33111,娜维娅,0.9016688
33112,蒂埃里,0.7526388
33113,蒂埃里,0.81778884
33114,蒂埃里,0.46801317
33115,蒂埃里,0.92350316
33116,娜维娅,0.9258174
33117,娜维娅,0.45658326
33118,蒂埃里,0.9835675
33119,蒂埃里,0.8227282
33120,娜维娅,0.9446162
33121,蒂埃里,0.6363447
33122,蒂埃里,0.74616784
33123,娜维娅,0.85327566
33124,娜维娅,0.8996923
33125,蒂埃里,0.87961525
33126,蒂埃里,0.8624665
33127,蒂埃里,0.5954908
33128,蒂埃里,0.78200924
33129,蒂埃里,0.7627309
33130,蒂埃里,0.68690014
33131,旅行者,0.15308324
33132,娜维娅,0.6265898
33133,蒂埃里,0.7009738
33134,蒂埃里,0.96559346
33135,蒂埃里,0.8623035
33136,卡嘉妮,0.8020594
33137,娜维娅,0.9811947
33138,卡嘉妮,0.8878977
33139,旅行者,0.77041125
33140,玛塞勒,0.7836684
33141,娜维娅,0.72497535
33142,娜维娅,0.94360644
33143,玛塞勒,0.7366487
33144,派蒙,0.6226275
33145,玛塞勒,0.8985424
33146,玛塞勒,0.8736428
33147,玛塞勒,0.9162525
33148,派蒙,0.51049095
33149,玛塞勒,0.84753895
33150,娜维娅,0.79327554
33151,玛塞勒,0.8339435
33152,娜维娅,0.83120716
33153,玛塞勒,0.8150298
33154,娜维娅,0.93100893
33155,娜维娅,0.8018112
33156,派蒙,0.92691755
33157,玛塞勒,0.8020766
33158,玛塞勒,0.7769488
33159,玛塞勒,0.65686035
33160,娜维娅,0.996289
33161,娜维娅,0.7241006
33162,玛塞勒,0.96373796
33163,玛塞勒,0.84749466
33164,玛塞勒,0.77973086
33165,娜维娅,0.5947584
33166,玛塞勒,0.9503273
33167,玛塞勒,0.9773582
33168,娜维娅,0.96221644
33169,派蒙,0.936408
33170,娜维娅,0.7606347
33171,娜维娅,0.8575732
33172,娜维娅,0.9797217
33173,旅行者,0.8944123
33174,派蒙,0.9318888
33175,旅行者,0.8612528
33176,娜维娅,0.9680078
33177,娜维娅,0.9802233
33178,蒂埃里,0.96572775
33179,派蒙,0.93993664
33180,蒂埃里,0.73378146
33181,娜维娅,0.6220021
33182,蒂埃里,0.88910115
33183,旅行者,0.9403847
33184,娜维娅,0.8868464
33185,派蒙,0.5664889
33186,蒂埃里,0.83977467
33187,娜维娅,0.6636915
33188,蒂埃里,0.7653005
33189,蒂埃里,0.76232255
33190,娜维娅,0.9308854
33191,蒂埃里,0.92307645
33192,娜维娅,1.0000001
33193,派蒙,0.7332812
33194,旅行者,1.0000001
33195,娜维娅,0.9999998
33196,旅行者,1.0
33197,娜维娅,0.8629155
33198,娜维娅,0.9734777
33199,娜维娅,0.9643717
33200,娜维娅,0.9635679
33201,旅行者,1.0
33202,派蒙,0.87956977
33203,迈勒斯,0.85769534
33204,西尔弗,0.99999976
33205,娜维娅,0.9999999
33206,迈勒斯,0.74886996
33207,迈勒斯,0.70898163
33208,娜维娅,0.9932953
33209,派蒙,1.0000002
33210,旅行者,0.9283755
33211,娜维娅,0.99999994
33212,迈勒斯,1.0000002
33213,迈勒斯,0.88139546
33214,娜维娅,0.9353632
33215,娜维娅,1.0
33216,迈勒斯,0.86870885
33217,旅行者,0.91527414
33218,派蒙,0.6527038
33219,娜维娅,0.8220079
33220,娜维娅,0.7899424
33221,派蒙,0.9904924
33222,娜维娅,0.9662372
33223,娜维娅,0.665819
33224,娜维娅,0.7975493
33225,娜维娅,0.76102304
33226,迈勒斯,0.921913
33227,迈勒斯,0.716209
33228,娜维娅,0.94886917
33229,娜维娅,0.9129933
33230,娜维娅,0.528431
33231,娜维娅,0.59288347
33232,娜维娅,0.7846515
33233,派蒙,0.9747844
33234,娜维娅,0.37641877
33235,娜维娅,0.6449296
33236,旅行者,1.0000001
33237,娜维娅,0.88329476
33238,娜维娅,0.7281575
33239,旅行者,0.62272716
33240,娜维娅,0.9915863
33241,迈勒斯,0.548332
33242,迈勒斯,0.60730785
33243,迈勒斯,0.9277431
33244,迈勒斯,0.75899005
33245,迈勒斯,0.96073115
33246,迈勒斯,0.87657607
33247,娜维娅,0.8470696
33248,娜维娅,0.9425496
33249,娜维娅,0.77865434
33250,娜维娅,0.92008567
33251,娜维娅,0.8499829
33252,娜维娅,0.9247261
33253,娜维娅,0.9503584
33254,派蒙,0.8645774
33255,迈勒斯,0.8712124
33256,娜维娅,0.9759183
33257,迈勒斯,0.9643023
33258,迈勒斯,0.91453743
33260,旅行者,0.7120961
33261,娜维娅,0.76939404
33262,旅行者,0.9339602
33263,旅行者,0.64064825
33264,科拉莉,0.9492517
33265,阿黛尔,1.0
33266,弗洛朗,0.48411065
33267,弗洛朗,0.79913986
33268,蒂埃里,0.8694539
33269,玛塞勒,0.97720605
33270,娜维娅,0.2719978
33271,旅行者,0.93009335
33272,派蒙,0.92441213
33273,旅行者,0.6496991
33274,派蒙,0.8054252
33275,派蒙,0.86009336
33276,旅行者,0.9174999
33277,那维莱特,0.9689556
33278,那维莱特,0.8993985
33279,「公子」,0.76129127
33280,「公子」,0.9827285
33281,「公子」,0.93853474
33282,「公子」,0.8356756
33283,「公子」,0.7804642
33284,芙宁娜,0.97535783
33285,「公子」,0.8336314
33286,「公子」,0.9847992
33287,芙宁娜,0.94609797
33288,那维莱特,0.49076018
33289,那维莱特,0.9789031
33290,娜维娅,0.91843075
33291,惊讶的观众,0.84561723
33292,疑惑的观众,1.0
33293,自信的观众,0.98858035
33294,那维莱特,0.7467214
33295,那维莱特,0.93714416
33296,娜维娅,0.96006715
33297,娜维娅,0.9802002
33298,娜维娅,0.8648537
33299,「公子」,0.9295072
33300,「公子」,0.97916585
33301,那维莱特,0.7590319
33302,那维莱特,0.79264784
33303,娜维娅,1.0000001
33304,派蒙,0.7103567
33305,派蒙,0.82001024
33306,旅行者,0.8083192
33307,派蒙,0.93716466
33308,旅行者,0.973225
33309,娜维娅,0.95427585
33310,娜维娅,1.0
33312,娜维娅,0.97654873
33313,玛塞勒,0.5941698
33314,娜维娅,0.8707359
33315,派蒙,0.9999998
33316,娜维娅,0.99735403
33317,那维莱特,0.64926636
33318,芙宁娜,0.8851892
33319,旅行者,1.0
33320,埃斯蒙德,0.97031754
33321,玛塞勒,1.0000002
33322,派蒙,0.9520902
33323,埃斯蒙德,1.0000001
33324,玛塞勒,0.98916394
33325,那维莱特,0.99999994
33326,玛塞勒,1.0000001
33327,玛塞勒,0.9665584
33328,玛塞勒,0.98342687
33329,埃斯蒙德,0.36339393
33331,玛塞勒,0.9716842
33332,旅行者,0.6593922
33333,玛塞勒,0.9560063
33334,玛塞勒,0.9846689
33335,埃斯蒙德,0.8940213
33336,派蒙,0.9533849
33337,那维莱特,0.86879164
33338,玛塞勒,0.9723849
33339,那维莱特,0.7384572
33340,那维莱特,0.9302262
33341,埃斯蒙德,0.7173939
33342,那维莱特,0.9280245
33343,埃斯蒙德,0.99622536
33344,玛塞勒,0.9999999
33345,旅行者,0.61442983
33346,旅行者,0.89372754
33347,玛塞勒,0.8545799
33348,旅行者,0.71036434
33349,派蒙,0.96158004
33350,纯水精灵？,1.0000002
33352,派蒙,0.94900507
33353,玛塞勒,1.0
33354,纯水精灵？,0.9999999
33355,玛塞勒,0.984194
33356,派蒙,0.96823895
33357,旅行者,0.64887214
33358,玛塞勒,0.99613875
33359,纯水精灵？,0.99246234
33360,纯水精灵？,0.8904346
33361,玛塞勒,0.99387693
33362,玛塞勒,0.99186355
33363,玛塞勒,0.9913855
33364,玛塞勒,0.95566404
33365,纯水精灵？,0.9600076
33366,玛塞勒,1.0
33367,纯水精灵？,0.9743414
33368,纯水精灵？,0.9629945
33369,纯水精灵？,0.98402864
33370,纯水精灵？,0.9530539
33371,玛塞勒,0.9924238
33372,纯水精灵？,0.99042886
33373,纯水精灵？,0.58829236
33374,纯水精灵？,0.9175382
33375,纯水精灵？,0.99999994
33376,纯水精灵？,1.0000002
33377,玛塞勒,0.94681454
33378,纯水精灵？,0.8340441
33379,纯水精灵？,0.83205503
33380,纯水精灵？,0.67050546
33381,玛塞勒,1.0
33382,纯水精灵？,0.97347546
33383,纯水精灵？,0.99999994
33384,纯水精灵？,0.93568027
33385,旅行者,0.71707463
33386,玛塞勒,0.9767474
33387,纯水精灵？,0.8394717
33388,纯水精灵？,0.633078
33389,纯水精灵？,0.93298906
33390,纯水精灵？,-0.026675463
33391,薇涅尔,0.77129614
33392,玛塞勒,0.9999998
33393,旅行者,0.73654306
33394,派蒙,0.9825699
33395,旅行者,0.96636105
33396,娜维娅,0.943854
33397,迈勒斯,0.97506154
33398,西尔弗,0.61919427
33399,派蒙,0.8490374
33400,娜维娅,0.8822468
33401,派蒙,0.95883536
33402,娜维娅,0.9833775
33403,娜维娅,0.4345524
33404,娜维娅,0.91954696
33405,派蒙,0.9703097
33406,迈勒斯,0.8754355
33407,娜维娅,0.9541174
33408,旅行者,0.6780908
33409,娜维娅,0.9383061
33410,娜维娅,0.961123
33411,派蒙,0.83041555
33412,娜维娅,0.7575482
33413,娜维娅,0.741768
33414,娜维娅,0.7521826
33415,娜维娅,0.72235227
33416,派蒙,0.82683766
33417,娜维娅,0.8725844
33418,派蒙,0.7202043
33419,娜维娅,0.9303105
33420,派蒙,0.7253041
33421,娜维娅,0.69784236
33422,娜维娅,0.91394365
33423,派蒙,0.9337254
33424,娜维娅,0.6720762
33425,娜维娅,0.647525
33426,派蒙,0.7989514
33427,娜维娅,0.7959023
33428,娜维娅,0.9418535
33429,娜维娅,0.9999998
33430,西尔弗,1.0
33432,旅行者,0.8020953
33433,派蒙,0.7384082
33434,娜维娅,0.7553389
33435,迈勒斯,0.94153297
33436,娜维娅,0.8746784
33437,旅行者,1.0000002
33438,娜维娅,0.8221451
33439,派蒙,0.6950025
33441,派蒙,0.99006563
33444,那维莱特,0.39157075
33445,娜维娅,0.21964043
33446,那维莱特,0.9384923
33447,娜维娅,0.9762027
33448,娜维娅,0.94903994
33449,那维莱特,0.83780664
33450,娜维娅,0.9862413
33451,娜维娅,0.82167506
33452,那维莱特,0.9534493
33453,那维莱特,0.9054278
33454,那维莱特,0.97990155
33455,那维莱特,0.9929773
33456,那维莱特,0.9897723
33457,那维莱特,0.9914229
33458,那维莱特,0.56196797
33459,那维莱特,0.9757345
33460,那维莱特,0.96120167
33461,那维莱特,0.9999998
33462,那维莱特,1.0
33463,那维莱特,0.98136324
33464,那维莱特,0.99056494
33465,那维莱特,0.9114801
33466,娜维娅,0.92918175
33467,娜维娅,0.9548825
33468,那维莱特,0.67668205
33469,娜维娅,1.0000004
33470,派蒙,0.5867206
33471,派蒙,0.8532715
33472,旅行者,0.9999999
33473,派蒙,0.9771758
33474,旅行者,0.15620664
33475,派蒙,0.9215297
33476,派蒙,0.61529917
33477,旅行者,1.0
33478,派蒙,0.807347
33479,派蒙,0.09551379
33480,旅行者,0.9999998
33481,派蒙,0.83077586
33482,派蒙,0.7158191
33483,派蒙,0.10186636
33484,旅行者,1.0
33485,派蒙,0.87400526
33486,旅行者,0.8271008
33487,派蒙,0.8407014
33488,旅行者,0.62566835
33489,派蒙,0.77736163
33490,旅行者,1.0
33491,派蒙,0.9350691
33492,派蒙,0.9463979
33493,派蒙,0.78612095
33494,派蒙,0.64141476
33495,旅行者,1.0
33496,派蒙,0.90544486
33497,派蒙,0.6716972
33498,派蒙,1.0
33499,派蒙,0.9511931
33500,旅行者,0.62684554
33501,派蒙,0.9694474
33502,旅行者,0.7458076
33503,旅行者,0.85129565
33504,派蒙,0.9835725
33505,那维莱特,0.9584632
33506,那维莱特,0.96189064
33507,旅行者,1.0
33508,芙宁娜,1.0000002
33509,芙宁娜,0.92748296
33510,惊讶的观众,0.97103727
33511,沉思的观众,0.9798409
33512,疑惑的观众,0.9492599
33514,芙宁娜,0.9787811
33515,芙宁娜,0.97710603
33516,派蒙,0.7777853
33517,芙宁娜,0.993936
33518,芙宁娜,0.97316235
33519,芙宁娜,0.9896357
33520,芙宁娜,0.98895365
33521,芙宁娜,1.0000002
33522,芙宁娜,0.99188673
33523,那维莱特,0.9851572
33524,派蒙,0.9597244
33525,那维莱特,0.99116623
33526,旅行者,0.93408954
33527,那维莱特,0.978897
33528,派蒙,0.9999999
33529,派蒙,0.9566039
33530,旅行者,0.9644705
33531,派蒙,0.997975
33532,旅行者,0.56601274
33533,派蒙,0.98328996
33534,派蒙,1.0000001
33535,旅行者,0.98681307
33536,派蒙,0.9999999
33537,派蒙,0.97356284
33538,派蒙,0.9999999
33539,旅行者,1.0000001
33540,派蒙,0.9947741
33541,旅行者,1.0000001
33542,派蒙,0.81747335
33543,派蒙,1.0
33544,派蒙,0.9712155
33545,派蒙,1.0
33546,派蒙,0.9999999
33547,派蒙,0.99999976
33548,派蒙,1.0
33549,旅行者,1.0000002
33550,派蒙,0.9999998
33551,派蒙,1.0
33552,派蒙,0.99999994
33553,旅行者,1.0
33554,派蒙,1.0000002
33555,派蒙,1.0
33556,旅行者,1.0000002
33557,派蒙,0.9512992
33559,派蒙,0.99340916
33560,旅行者,0.9999999
33561,派蒙,0.99999994
33562,派蒙,1.0000002
33563,旅行者,1.0
33564,派蒙,0.86147887
33565,旅行者,0.89283967
33566,旅行者,0.73858106
33567,旅行者,0.9999999
33568,旅行者,0.73331904
33569,派蒙,0.23752292
33570,派蒙,0.6444732
33571,旅行者,0.28936034
33572,派蒙,0.95102954
33573,派蒙,0.5755422
33574,旅行者,0.9287828
33575,派蒙,0.9251544
33576,派蒙,0.89593154
33577,派蒙,0.8124161
33578,派蒙,0.979624
33579,派蒙,0.65485644
33580,旅行者,0.9999999
33581,派蒙,0.9753317
33582,派蒙,0.9243808
33583,旅行者,0.9999999
33584,派蒙,0.9011761
33585,派蒙,0.7373276
33586,派蒙,1.0000002
33587,娜维娅,0.94599056
33588,困惑的观众,0.98878306
33589,思考的观众,0.98916036
33590,激动的观众,0.96767247
33591,那维莱特,0.98753273
33592,那维莱特,0.81806064
33594,那维莱特,0.9385427
33595,那维莱特,0.8321952
33596,旅行者,0.87734365
33597,那维莱特,0.9999999
33598,玛塞勒,0.9905156
33599,玛塞勒,0.8420284
33600,那维莱特,0.94278437
33601,娜维娅,0.58355904
33602,娜维娅,0.76693153
33603,玛塞勒,0.76278424
33604,玛塞勒,0.93972105
33605,玛塞勒,0.94522136
33606,芙宁娜,0.9483122
33607,娜维娅,0.94199556
33608,那维莱特,0.90510225
33609,娜维娅,0.7363627
33610,娜维娅,0.99483776
33611,娜维娅,0.73229986
33612,娜维娅,0.702866
33613,娜维娅,0.5603795
33614,旅行者,0.99999994
33616,派蒙,0.80644643
33617,派蒙,0.5999038
33618,派蒙,0.78988254
33619,芙宁娜,0.93807113
33620,芙宁娜,0.83951646
33621,娜维娅,0.6580982
33622,娜维娅,0.8883624
33624,娜维娅,0.6430757
33625,娜维娅,0.77258605
33626,迈勒斯,0.4872363
33627,西尔弗,0.2990394
33628,玛塞勒,1.0000001
33629,那维莱特,0.84278977
33630,玛塞勒,1.0
33631,玛塞勒,0.9899442
33632,玛塞勒,0.9205209
33633,玛塞勒,0.724073
33634,玛塞勒,0.95624954
33635,玛塞勒,0.9798533
33636,玛塞勒,0.77274406
33637,玛塞勒,0.9640557
33638,派蒙,0.9641446
33639,玛塞勒,0.90706664
33640,玛塞勒,0.8947874
33641,玛塞勒,0.8769409
33642,玛塞勒,0.98384184
33643,那维莱特,0.38841647
33644,玛塞勒,0.9271167
33645,玛塞勒,1.0000002
33646,玛塞勒,0.9587091
33647,那维莱特,0.9316046
33648,「公子」,0.7450293
33649,那维莱特,0.96147525
33650,旅行者,0.76133287
33651,那维莱特,0.7981343
33652,那维莱特,0.90786314
33653,那维莱特,0.79617286
33654,那维莱特,0.9161072
33655,那维莱特,0.9707051
33656,那维莱特,0.905643
33657,那维莱特,0.76609206
33658,那维莱特,0.8852893
33659,那维莱特,0.8267407
33660,那维莱特,0.82961035
33661,那维莱特,0.826344
33662,观众,0.9999998
33663,那维莱特,0.9663435
33664,那维莱特,0.98081195
33667,芙宁娜,0.30548674
33668,兴奋的观众,1.0000001
33669,意犹未尽的观众,0.96387184
33670,感慨的观众,0.89552766
33671,派蒙,1.0
33672,派蒙,0.8902814
33673,派蒙,0.9320377
33674,旅行者,1.0
33676,西尔弗,0.89924204
33677,迈勒斯,0.9150195
33678,娜维娅,0.992065
33679,娜维娅,0.95662475
33680,「公子」,0.9985708
33681,「公子」,0.9648106
33682,那维莱特,0.9411763
33683,「公子」,0.92996335
33684,那维莱特,0.80490506
33685,「公子」,0.9862485
33686,那维莱特,0.75910205
33687,「公子」,0.987333
33688,那维莱特,0.92814004
33689,那维莱特,0.83706707
33690,那维莱特,0.8690397
33692,那维莱特,0.9894791
33693,那维莱特,1.0
33694,派蒙,0.99999994
33695,「公子」,0.9770471
33696,「公子」,0.9408678
33697,自信的观众,0.95799315
33698,沉思的观众,0.8759864
33699,疑惑的观众,0.8381933
33700,旅行者,0.97304976
33701,那维莱特,0.82766896
33702,那维莱特,0.99999994
33703,旅行者,1.0
33704,醒悟的观众,0.7165617
33705,惊讶的观众,0.35991028
33706,玛塞勒,0.93558145
33707,那维莱特,0.9432879
33708,玛塞勒,0.96966326
33709,芙宁娜,0.9161214
33710,芙宁娜,0.75338227
33711,娜维娅,0.9999999
33712,嘲笑的观众,0.8644421
33713,娜维娅,0.9284577
33714,娜维娅,0.79652846
33715,娜维娅,0.9322905
33716,芙宁娜,0.9922521
33717,娜维娅,0.95122594
33718,西尔弗,0.6795138
33719,迈勒斯,0.86414176
33720,芙宁娜,0.77076507
33721,芙宁娜,0.76501024
33722,娜维娅,0.71680355
33723,娜维娅,0.9124702
33724,娜维娅,0.9740107
33725,娜维娅,0.91760767
33726,娜维娅,1.0000001
33727,迈勒斯,0.8016704
33728,芙宁娜,0.99999994
33729,娜维娅,0.82368517
33730,娜维娅,0.9794024
33731,娜维娅,0.862551
33732,娜维娅,0.9487039
33733,娜维娅,0.84277445
33734,娜维娅,0.985283
33735,娜维娅,0.8079806
33736,芙宁娜,0.9944475
